Entity,Code,Year,Incidents
Poland,POL,1982,0
Poland,POL,1983,0
Poland,POL,1984,0
Poland,POL,1985,0
Poland,POL,1986,0
Poland,POL,1987,0
Poland,POL,1988,0
Poland,POL,1989,0
Poland,POL,1990,7
Poland,POL,1991,0
Poland,POL,1992,5
Poland,POL,1993,4
Poland,POL,1994,4
Poland,POL,1995,4
Poland,POL,1996,6
Poland,POL,1997,3
Poland,POL,1998,2
Poland,POL,1999,0
Poland,POL,2000,0
Poland,POL,2001,1
Poland,POL,2002,0
Poland,POL,2003,0
Poland,POL,2004,0
Poland,POL,2005,0
Poland,POL,2006,0
Poland,POL,2007,0
Poland,POL,2008,0
Poland,POL,2009,0
Poland,POL,2010,0
Poland,POL,2011,0
Poland,POL,2012,0
Poland,POL,2013,0
Poland,POL,2014,0
Poland,POL,2015,0
Poland,POL,2016,2
Portugal,PRT,1970,0
Portugal,PRT,1971,0
Portugal,PRT,1972,0
Portugal,PRT,1973,1
Portugal,PRT,1974,0
Portugal,PRT,1975,4
Portugal,PRT,1976,15
Portugal,PRT,1977,15
Portugal,PRT,1978,4
Portugal,PRT,1979,15
Portugal,PRT,1980,8
Portugal,PRT,1981,10
Portugal,PRT,1982,3
Portugal,PRT,1983,9
Portugal,PRT,1984,14
Portugal,PRT,1985,20
Portugal,PRT,1986,11
Portugal,PRT,1987,0
Portugal,PRT,1988,2
Portugal,PRT,1989,1
Portugal,PRT,1990,0
Portugal,PRT,1991,0
Portugal,PRT,1992,1
Portugal,PRT,1993,1
Portugal,PRT,1994,1
Portugal,PRT,1995,3
Portugal,PRT,1996,0
Portugal,PRT,1997,0
Portugal,PRT,1998,0
Portugal,PRT,1999,0
Portugal,PRT,2000,0
Portugal,PRT,2001,0
Portugal,PRT,2002,0
Portugal,PRT,2003,0
Portugal,PRT,2004,0
Portugal,PRT,2005,0
Portugal,PRT,2006,0
Portugal,PRT,2007,0
Portugal,PRT,2008,0
Portugal,PRT,2009,0
Portugal,PRT,2010,0
Portugal,PRT,2011,2
Portugal,PRT,2012,0
Portugal,PRT,2013,0
Portugal,PRT,2014,0
Portugal,PRT,2015,0
Portugal,PRT,2016,0
Romania,ROU,1970,0
Romania,ROU,1971,0
Romania,ROU,1972,0
Romania,ROU,1973,0
Romania,ROU,1974,0
Romania,ROU,1975,0
Romania,ROU,1976,0
Romania,ROU,1977,0
Romania,ROU,1978,0
Romania,ROU,1979,0
Romania,ROU,1980,0
Romania,ROU,1981,0
Romania,ROU,1982,0
Romania,ROU,1983,0
Romania,ROU,1984,1
Romania,ROU,1985,1
Romania,ROU,1986,0
Romania,ROU,1987,0
Romania,ROU,1988,0
Romania,ROU,1989,0
Romania,ROU,1990,0
Romania,ROU,1991,1
Romania,ROU,1992,1
Romania,ROU,1993,0
Romania,ROU,1994,0
Romania,ROU,1995,1
Romania,ROU,1996,0
Romania,ROU,1997,0
Romania,ROU,1998,0
Romania,ROU,1999,0
Romania,ROU,2000,0
Romania,ROU,2001,0
Romania,ROU,2002,0
Romania,ROU,2003,0
Romania,ROU,2004,0
Romania,ROU,2005,0
Romania,ROU,2006,0
Romania,ROU,2007,0
Romania,ROU,2008,1
Romania,ROU,2009,0
Romania,ROU,2010,0
Romania,ROU,2011,0
Romania,ROU,2012,0
Romania,ROU,2013,0
Romania,ROU,2014,0
Romania,ROU,2015,0
Romania,ROU,2016,0
Slovakia,SVK,1970,0
Slovakia,SVK,1971,0
Slovakia,SVK,1972,0
Slovakia,SVK,1973,0
Slovakia,SVK,1974,0
Slovakia,SVK,1975,0
Slovakia,SVK,1976,0
Slovakia,SVK,1977,0
Slovakia,SVK,1978,0
Slovakia,SVK,1979,0
Slovakia,SVK,1980,0
Slovakia,SVK,1981,0
Slovakia,SVK,1982,0
Slovakia,SVK,1983,0
Slovakia,SVK,1984,0
Slovakia,SVK,1985,0
Slovakia,SVK,1986,0
Slovakia,SVK,1987,0
Slovakia,SVK,1988,0
Slovakia,SVK,1989,0
Slovakia,SVK,1990,0
Slovakia,SVK,1991,0
Slovakia,SVK,1992,0
Slovakia,SVK,1993,0
Slovakia,SVK,1994,1
Slovakia,SVK,1995,3
Slovakia,SVK,1996,5
Slovakia,SVK,1997,4
Slovakia,SVK,1998,2
Slovakia,SVK,1999,1
Slovakia,SVK,2000,1
Slovakia,SVK,2001,0
Slovakia,SVK,2002,0
Slovakia,SVK,2003,0
Slovakia,SVK,2004,0
Slovakia,SVK,2005,0
Slovakia,SVK,2006,0
Slovakia,SVK,2007,0
Slovakia,SVK,2008,0
Slovakia,SVK,2009,0
Slovakia,SVK,2010,0
Slovakia,SVK,2011,0
Slovakia,SVK,2012,0
Slovakia,SVK,2013,0
Slovakia,SVK,2014,0
Slovakia,SVK,2015,0
Slovakia,SVK,2016,1
Slovenia,SVN,1970,0
Slovenia,SVN,1971,0
Slovenia,SVN,1972,0
Slovenia,SVN,1973,0
Slovenia,SVN,1974,0
Slovenia,SVN,1975,0
Slovenia,SVN,1976,0
Slovenia,SVN,1977,0
Slovenia,SVN,1978,0
Slovenia,SVN,1979,0
Slovenia,SVN,1980,0
Slovenia,SVN,1981,0
Slovenia,SVN,1982,0
Slovenia,SVN,1983,0
Slovenia,SVN,1984,0
Slovenia,SVN,1985,0
Slovenia,SVN,1986,0
Slovenia,SVN,1987,0
Slovenia,SVN,1988,0
Slovenia,SVN,1989,0
Slovenia,SVN,1990,0
Slovenia,SVN,1991,0
Slovenia,SVN,1992,0
Slovenia,SVN,1993,0
Slovenia,SVN,1994,1
Slovenia,SVN,1995,0
Slovenia,SVN,1996,3
Slovenia,SVN,1997,1
Slovenia,SVN,1998,0
Slovenia,SVN,1999,0
Slovenia,SVN,2000,1
Slovenia,SVN,2001,0
Slovenia,SVN,2002,0
Slovenia,SVN,2003,0
Slovenia,SVN,2004,0
Slovenia,SVN,2005,0
Slovenia,SVN,2006,0
Slovenia,SVN,2007,0
Slovenia,SVN,2008,0
Slovenia,SVN,2009,0
Slovenia,SVN,2010,0
Slovenia,SVN,2011,0
Slovenia,SVN,2012,0
Slovenia,SVN,2013,0
Slovenia,SVN,2014,0
Slovenia,SVN,2015,0
Slovenia,SVN,2016,0
Spain,ESP,1970,4
Spain,ESP,1971,22
Spain,ESP,1972,19
Spain,ESP,1973,21
Spain,ESP,1974,14
Spain,ESP,1975,136
Spain,ESP,1976,50
Spain,ESP,1977,147
Spain,ESP,1978,209
Spain,ESP,1979,279
Spain,ESP,1980,187
Spain,ESP,1981,107
Spain,ESP,1982,146
Spain,ESP,1983,122
Spain,ESP,1984,143
Spain,ESP,1985,114
Spain,ESP,1986,125
Spain,ESP,1987,104
Spain,ESP,1988,151
Spain,ESP,1989,142
Spain,ESP,1990,113
Spain,ESP,1991,89
Spain,ESP,1992,72
Spain,ESP,1993,60
Spain,ESP,1994,55
Spain,ESP,1995,44
Spain,ESP,1996,63
Spain,ESP,1997,86
Spain,ESP,1998,17
Spain,ESP,1999,47
Spain,ESP,2000,112
Spain,ESP,2001,79
Spain,ESP,2002,41
Spain,ESP,2003,21
Spain,ESP,2004,31
Spain,ESP,2005,24
Spain,ESP,2006,23
Spain,ESP,2007,11
Spain,ESP,2008,37
Spain,ESP,2009,21
Spain,ESP,2010,3
Spain,ESP,2011,0
Spain,ESP,2012,1
Spain,ESP,2013,5
Spain,ESP,2014,4
Spain,ESP,2015,1
Spain,ESP,2016,3
Sweden,SWE,1970,0
Sweden,SWE,1971,2
Sweden,SWE,1972,3
Sweden,SWE,1973,0
Sweden,SWE,1974,0
Sweden,SWE,1975,1
Sweden,SWE,1976,0
Sweden,SWE,1977,0
Sweden,SWE,1978,1
Sweden,SWE,1979,1
Sweden,SWE,1980,0
Sweden,SWE,1981,0
Sweden,SWE,1982,0
Sweden,SWE,1983,1
Sweden,SWE,1984,0
Sweden,SWE,1985,0
Sweden,SWE,1986,3
Sweden,SWE,1987,0
Sweden,SWE,1988,0
Sweden,SWE,1989,3
Sweden,SWE,1990,6
Sweden,SWE,1991,6
Sweden,SWE,1992,12
Sweden,SWE,1993,4
Sweden,SWE,1994,1
Sweden,SWE,1995,1
Sweden,SWE,1996,1
Sweden,SWE,1997,4
Sweden,SWE,1998,0
Sweden,SWE,1999,2
Sweden,SWE,2000,1
Sweden,SWE,2001,0
Sweden,SWE,2002,0
Sweden,SWE,2003,0
Sweden,SWE,2004,0
Sweden,SWE,2005,3
Sweden,SWE,2006,1
Sweden,SWE,2007,0
Sweden,SWE,2008,1
Sweden,SWE,2009,1
Sweden,SWE,2010,3
Sweden,SWE,2011,1
Sweden,SWE,2012,2
Sweden,SWE,2013,0
Sweden,SWE,2014,5
Sweden,SWE,2015,36
Sweden,SWE,2016,16
United Kingdom,GBR,1970,12
United Kingdom,GBR,1971,81
United Kingdom,GBR,1972,285
United Kingdom,GBR,1973,189
United Kingdom,GBR,1974,202
United Kingdom,GBR,1975,194
United Kingdom,GBR,1976,194
United Kingdom,GBR,1977,140
United Kingdom,GBR,1978,100
United Kingdom,GBR,1979,238
United Kingdom,GBR,1980,134
United Kingdom,GBR,1981,142
United Kingdom,GBR,1982,95
United Kingdom,GBR,1983,177
United Kingdom,GBR,1984,145
United Kingdom,GBR,1985,67
United Kingdom,GBR,1986,95
United Kingdom,GBR,1987,118
United Kingdom,GBR,1988,181
United Kingdom,GBR,1989,163
United Kingdom,GBR,1990,147
United Kingdom,GBR,1991,262
United Kingdom,GBR,1992,274
United Kingdom,GBR,1993,265
United Kingdom,GBR,1994,256
United Kingdom,GBR,1995,22
United Kingdom,GBR,1996,36
United Kingdom,GBR,1997,78
United Kingdom,GBR,1998,63
United Kingdom,GBR,1999,76
United Kingdom,GBR,2000,61
United Kingdom,GBR,2001,94
United Kingdom,GBR,2002,21
United Kingdom,GBR,2003,23
United Kingdom,GBR,2004,5
United Kingdom,GBR,2005,25
United Kingdom,GBR,2006,6
United Kingdom,GBR,2007,20
United Kingdom,GBR,2008,39
United Kingdom,GBR,2009,22
United Kingdom,GBR,2010,57
United Kingdom,GBR,2011,47
United Kingdom,GBR,2012,54
United Kingdom,GBR,2013,137
United Kingdom,GBR,2014,103
United Kingdom,GBR,2015,114
United Kingdom,GBR,2016,104
